WKT,nome,descrizione
"LINESTRING (12.2596616 41.7967403, 12.2600777 41.7973158, 12.2605927 41.7973958, 12.2614725 41.7974678, 12.262599 41.7976197, 12.2633929 41.7975957, 12.2641332 41.7975877, 12.2649057 41.7978197, 12.2652383 41.7981476, 12.2656352 41.7986035, 12.2662039 41.7984676, 12.2667618 41.7988435, 12.2668047 41.7992754, 12.2667725 41.7997313, 12.2673197 41.8000192, 12.2679849 41.8001712, 12.2687895 41.8002431, 12.2698517 41.800699, 12.2703559 41.8010589, 12.2707207 41.8011309, 12.2716756 41.8014189, 12.2722549 41.8016828, 12.2729201 41.8018747, 12.273993 41.8020507, 12.2746797 41.8022666, 12.2744114 41.8026745, 12.2742398 41.8030104, 12.2745509 41.8033063, 12.2747762 41.8038262, 12.2741539 41.8041381, 12.2739394 41.804522, 12.2736068 41.8048339, 12.2731562 41.8048339, 12.2725124 41.8050018, 12.2718902 41.8050338)",Linea 58,
"LINESTRING (12.2594357 41.7964685, 12.2600515 41.7966991, 12.2602124 41.7969231, 12.2605987 41.797187, 12.2611244 41.797259, 12.2624977 41.797339, 12.2630234 41.797443, 12.2641714 41.797499, 12.2649868 41.7976669, 12.2656198 41.7979789, 12.2661347 41.7982668, 12.2665424 41.7984428, 12.2668321 41.7986907, 12.2670467 41.7990826, 12.2672291 41.7995465, 12.267626 41.7999224, 12.2683341 41.8000584, 12.2698362 41.8002424, 12.2703512 41.8006343, 12.2705979 41.8009222, 12.2712738 41.8012901, 12.2720571 41.801594, 12.2727008 41.801786, 12.2731836 41.8019619, 12.273838 41.8020659, 12.2742887 41.8021539, 12.2746797 41.8022666, 12.274353 41.8027697, 12.2741541 41.8030606, 12.2744496 41.8032496, 12.2749538 41.8037774, 12.2748251 41.8042093, 12.2745891 41.8044492, 12.2742243 41.8048571, 12.2734411 41.805025, 12.2726042 41.805169, 12.2720034 41.805169)",Linea 59,
"LINESTRING (12.2592138 41.7961107, 12.2604295 41.7965476, 12.2613951 41.7968755, 12.2621247 41.7971875, 12.2635945 41.7972594, 12.2643885 41.7973794, 12.2648927 41.7974914, 12.2662446 41.7977793, 12.2665128 41.7980193, 12.2668776 41.7982272, 12.2672638 41.7987151, 12.2675213 41.7988911, 12.2680363 41.799195, 12.2681436 41.799451, 12.2685835 41.7998029, 12.2689268 41.7999709, 12.2698709 41.8000588, 12.2704825 41.8002748, 12.2705039 41.8005067, 12.2704395 41.8010986, 12.2710833 41.8014025, 12.2735295 41.8021463, 12.2739157 41.8025062, 12.2741088 41.803282, 12.2743341 41.8036099, 12.2742483 41.8038898, 12.2743448 41.8045376, 12.2738084 41.8052174, 12.2735295 41.8052334, 12.2730681 41.8052574, 12.27236 41.8052974, 12.2718987 41.8052894)",Linea 60,
"LINESTRING (12.2589759 41.7957373, 12.2598342 41.7959818, 12.2608641 41.7964777, 12.2616259 41.7966777, 12.2626344 41.7969736, 12.2632996 41.7971016, 12.2646407 41.7973256, 12.2656814 41.7974615, 12.2666041 41.7977575, 12.267634 41.7983893, 12.2682778 41.7991252, 12.2685996 41.7995171, 12.2688893 41.799845, 12.2697369 41.799981, 12.2703914 41.800045, 12.2705737 41.8005808)",Linea 61,
"LINESTRING (12.2587509 41.7953696, 12.2598613 41.7956235, 12.2610308 41.7959755, 12.2619105 41.7961994, 12.2625972 41.7964074, 12.2635735 41.7967513, 12.2638739 41.7968713, 12.2652472 41.7972232, 12.2661162 41.7974712, 12.2669745 41.7977911, 12.2675432 41.798159, 12.2680474 41.7987589, 12.2684015 41.7993988, 12.268498 41.7998547, 12.2698606 41.8010944, 12.2695173 41.8017582, 12.2692276 41.802278, 12.2691739 41.8038056, 12.2695494 41.8042935, 12.2697555 41.8047745)",Linea 62,
"LINESTRING (12.2587973 41.7974353, 12.2585533 41.7977302, 12.2585104 41.7980022, 12.258446 41.7985061, 12.2585962 41.7990419, 12.2589825 41.7995858, 12.2593151 41.8002577, 12.2597442 41.8005936, 12.2607098 41.8013534, 12.2618471 41.8015853, 12.2628663 41.8022651, 12.2635744 41.802601, 12.2647224 41.8031609, 12.2656558 41.8034248, 12.2668467 41.8038407, 12.268102 41.8042646, 12.2688852 41.8043445, 12.2697757 41.8048884)",Linea 63,
"LINESTRING (12.2585935 41.7971464, 12.258155 41.7976092, 12.2578868 41.7982731, 12.2577151 41.798833, 12.2572752 41.7993208, 12.2564169 41.7996328, 12.2554084 41.8000567, 12.2550888 41.8002393, 12.2549256 41.8004006, 12.254829 41.8008005, 12.2547199 41.8012706, 12.254593 41.8015843)",Linea 64,
"LINESTRING (12.258344 41.7966884, 12.2578785 41.797038, 12.2575971 41.7974972, 12.2575005 41.7979371, 12.2571787 41.798633, 12.2569319 41.7989929, 12.2561272 41.7993688, 12.2555479 41.7998007, 12.25499 41.8002806, 12.2550436 41.8005446, 12.2549149 41.8010884, 12.2549041 41.8013923, 12.2547218 41.8016003)",Linea 65,
"LINESTRING (12.2578599 41.7959935, 12.2575756 41.7964094, 12.2573718 41.7969533, 12.2572967 41.7974972, 12.2572752 41.7980491, 12.2567924 41.798529, 12.2561916 41.7990489, 12.255505 41.7994488, 12.2550543 41.7998567, 12.2548453 41.800584, 12.2547749 41.8008867, 12.2548398 41.8012564, 12.2547218 41.8016003)",Linea 66,
"LINESTRING (12.2576418 41.7955933, 12.2572108 41.7959135, 12.2571357 41.7968094, 12.256889 41.7973133, 12.257007 41.7978012, 12.256771 41.7983531, 12.2562774 41.798625, 12.2553011 41.7992569, 12.2548612 41.7998167, 12.2544236 41.8009271, 12.254357 41.8012724, 12.2541768 41.801351)",Linea 67,
"LINESTRING (12.2465693 41.7940591, 12.2465013 41.7935834, 12.2452782 41.7934714, 12.2442268 41.7934234, 12.2425102 41.7930555, 12.2415231 41.7922876, 12.2414802 41.7912957, 12.2415446 41.7901918, 12.2417162 41.7891679, 12.2424243 41.787664, 12.2430466 41.786096, 12.2434543 41.785088, 12.2436689 41.784528, 12.2438834 41.783744, 12.2441409 41.782896, 12.2442482 41.78216, 12.2439478 41.781504, 12.2435616 41.781872, 12.2434757 41.782448)",Linea 68,
"LINESTRING (12.2473614 41.7941035, 12.2472158 41.7937854, 12.2470334 41.7936014, 12.2465077 41.7934095, 12.2459498 41.7933215, 12.2450271 41.7932335, 12.2438255 41.7930175, 12.2435036 41.7928815, 12.2427955 41.7927535, 12.2424093 41.7924416, 12.2418943 41.7920256, 12.2417977 41.7916337, 12.2419265 41.7910657, 12.2418084 41.7907458, 12.2417548 41.7901778, 12.2419157 41.7898018, 12.2420874 41.7892019, 12.2421732 41.7887859, 12.242538 41.7883219, 12.2425595 41.787698, 12.242774 41.787346, 12.2431388 41.786882, 12.2434392 41.786242, 12.2435465 41.785466, 12.2437504 41.784986, 12.2443619 41.784218, 12.2443404 41.78369, 12.2443404 41.782954, 12.2445228 41.782122, 12.244319 41.781458, 12.2437504 41.78129, 12.2435143 41.781642, 12.2433319 41.78205, 12.2432461 41.782258)",Linea 69,
"LINESTRING (12.2532649 41.7992835, 12.2537906 41.7998514, 12.2541125 41.8003312, 12.2541339 41.8007071, 12.2539301 41.8010271, 12.2534795 41.801267)",Linea 35,
"LINESTRING (12.2580972 41.7963245, 12.2579308 41.7963918, 12.2578369 41.7965477, 12.2578154 41.7967437, 12.2579281 41.7968497, 12.2581266 41.7970736, 12.2583841 41.7974176, 12.2583733 41.7979215, 12.2582768 41.7983934, 12.2583412 41.7988173, 12.2586573 41.7999102, 12.2596179 41.8015686, 12.2598325 41.8018246, 12.2607122 41.8024324, 12.2613345 41.8029442, 12.2623909 41.8031813, 12.2641025 41.8034881, 12.265508 41.8034881, 12.2665916 41.8035201, 12.2676001 41.803816, 12.2688983 41.8041359, 12.2696923 41.8046077, 12.2698961 41.8047197)",Linea 70,
"POLYGON ((12.2500846 41.8008544, 12.2509751 41.8006704, 12.2522303 41.8010383, 12.2527239 41.8009344, 12.2528955 41.8012063, 12.2534105 41.8010383, 12.2536251 41.8012863, 12.2540543 41.8011743, 12.2545907 41.8013663, 12.254934 41.8015582, 12.2545478 41.8019181, 12.2500846 41.8008544))",plane-taxi-area2,
"POLYGON ((12.241845 41.7987193, 12.2421186 41.7984234, 12.2424115 41.798495, 12.2429501 41.7986433, 12.2431486 41.7988513, 12.2429447 41.7991952, 12.241845 41.7987193))",plane-taxi-area1,
"POLYGON ((12.2694743 41.8051054, 12.2698069 41.8043377, 12.2722316 41.8049775, 12.2719848 41.8054333, 12.2700107 41.8049295, 12.269882 41.8052574, 12.2694743 41.8051054))",plane-taxi-area3,
