WKT,nome,descrizione
"LINESTRING (12.2558856 41.7976699, 12.2559969 41.797632, 12.2560237 41.797616, 12.2560868 41.797573, 12.2560868 41.797543, 12.2560841 41.797522, 12.2561203 41.79756, 12.2561149 41.797596, 12.2561377 41.79761, 12.2561444 41.797572, 12.256182 41.797555, 12.2562222 41.797545, 12.2562785 41.797528, 12.2563188 41.797517, 12.2563322 41.797534, 12.2563322 41.797572, 12.2563295 41.797595)",Linea 47,
"LINESTRING (12.2560132 41.7979019, 12.2560668 41.7979109, 12.2560856 41.7979449, 12.2561406 41.7979609, 12.2561594 41.7979859, 12.2561835 41.7980159, 12.2562452 41.7979979, 12.2562895 41.7979819, 12.2563632 41.7979629, 12.2564236 41.7979419, 12.2564705 41.7979209, 12.2565127 41.7979124, 12.256554 41.7978941, 12.2565853 41.797894, 12.2565938 41.797913, 12.2565863 41.7979619, 12.2565925 41.7979959, 12.2566045 41.7978729, 12.2566487 41.7978929, 12.2566619 41.7979249, 12.2566723 41.7979589, 12.256669 41.7979789)",Linea 48,
"LINESTRING (12.2560199 41.7979159, 12.255989 41.7979449, 12.2559569 41.7979659, 12.2559743 41.7979919, 12.2560387 41.7979969, 12.2561111 41.7979759, 12.2561272 41.7980049, 12.2561299 41.7980389, 12.2560749 41.7980509, 12.256032 41.7980639, 12.2559649 41.7980869, 12.2558801 41.79812, 12.255908 41.7981671, 12.2559424 41.7982154, 12.2559708 41.7982799, 12.2559659 41.7983291, 12.2558999 41.7983373, 12.2558429 41.7983378)",Linea 49,
"LINESTRING (12.2560293 41.7979319, 12.2558898 41.7979909, 12.255867 41.7980329, 12.2558791 41.7980719, 12.255918 41.7980899, 12.2558777 41.7981388, 12.255926 41.7981668, 12.2559502 41.7982088, 12.2559636 41.7982348, 12.255985 41.7982738, 12.2559917 41.7983058, 12.2560105 41.7983298, 12.2560065 41.7983618, 12.255973 41.7983718, 12.2559448 41.7984008)",Linea 50,
"LINESTRING (12.2558526 41.7976638, 12.2557507 41.7976178, 12.2557078 41.7975458, 12.2556488 41.7975678, 12.2557024 41.7976358, 12.2556086 41.7976758, 12.2556756 41.7977517, 12.2556461 41.7978417, 12.2557185 41.7978897, 12.2557105 41.7979257, 12.255748 41.7979897, 12.2556971 41.7980277, 12.2556005 41.7980417, 12.2555415 41.7980557, 12.2555469 41.7979557)",Linea 51,
"LINESTRING (12.2557172 41.7973658, 12.2556702 41.7973908, 12.2555951 41.7974128, 12.2555603 41.7973688, 12.2555335 41.7973428, 12.2555147 41.7973148, 12.2554637 41.7973168, 12.2554516 41.7973568, 12.2554704 41.7973888, 12.2554892 41.7974368, 12.255512 41.7974708, 12.2555281 41.7975178, 12.2555402 41.7975418, 12.2555509 41.7975688, 12.2555013 41.7975878, 12.2554597 41.7976028, 12.2554168 41.7976138, 12.2553819 41.7976268, 12.2553511 41.7976308, 12.2553524 41.7975958, 12.2553511 41.7975668, 12.2553511 41.7975408)",Linea 53,
"LINESTRING (12.2555843 41.7971747, 12.255532 41.7971877, 12.2554623 41.7972377, 12.25541 41.7972647, 12.2553792 41.7972757, 12.255355 41.7972537, 12.2553671 41.7972207, 12.2553282 41.7971887, 12.2553188 41.7971707, 12.2552799 41.7972047, 12.2552303 41.7972257, 12.2551941 41.7972377, 12.2551404 41.7972527, 12.2551123 41.7972567, 12.2551136 41.7972287, 12.255115 41.7972017, 12.2551123 41.7971727)",Linea 54,
"LINESTRING (12.2553614 41.7968085, 12.2553792 41.7967817, 12.2554502 41.7967578, 12.2554797 41.7967987, 12.2554784 41.7968397, 12.2554569 41.7968457, 12.2554087 41.7968237, 12.2553255 41.7968457, 12.2552571 41.7968537, 12.2552021 41.7968537, 12.2551565 41.7968737, 12.2551713 41.7969177, 12.2552196 41.7969347, 12.2552853 41.7969107, 12.2552772 41.7968687, 12.2552021 41.7967787, 12.2551498 41.7967907, 12.2550841 41.7968137, 12.2550962 41.7968377, 12.2550586 41.7968587, 12.255013 41.7968707, 12.2549352 41.7968887, 12.2549071 41.7969077, 12.2548709 41.7969087, 12.2548749 41.7968442, 12.2548789 41.7968117)",Linea 55,
"LINESTRING (12.2551512 41.7963948, 12.2550787 41.7964498, 12.2549728 41.7964748, 12.2549259 41.7965088, 12.254942 41.7965668, 12.2549862 41.7965538, 12.2550559 41.7965688, 12.2550828 41.7966078, 12.2551015 41.7966378, 12.2551069 41.7966608, 12.2551471 41.7966798, 12.2551364 41.7966298, 12.2551029 41.7965958, 12.2550747 41.7965528, 12.2551096 41.7965328, 12.2551726 41.7966138, 12.2551968 41.7966658, 12.2551994 41.7966898, 12.2550935 41.7966928, 12.255064 41.7966628, 12.2550345 41.7966138, 12.2550077 41.7966078, 12.2549782 41.7966518, 12.2550238 41.7966848, 12.2551096 41.7967148, 12.2552115 41.7967038, 12.255233 41.7966678, 12.2551927 41.7966118, 12.2552116 41.7965892)",Linea 56,
"LINESTRING (12.2525286 41.7967116, 12.2525923 41.7966627, 12.2525486 41.7966418, 12.2525069 41.7965981, 12.2525549 41.7965745, 12.2526215 41.7965415, 12.2526875 41.7965374, 12.2527392 41.7965771, 12.2527647 41.7965966)",Linea 57,
"LINESTRING (12.2524227 41.7968485, 12.2524388 41.7969125, 12.2525729 41.7969425, 12.2525595 41.7970245, 12.2525031 41.7971185, 12.25253 41.7972225, 12.2525085 41.7972985, 12.2527043 41.7972045, 12.2526721 41.7971165, 12.2526104 41.7970505, 12.2526828 41.7969825, 12.2526265 41.7968725, 12.2525487 41.7968265, 12.2526426 41.7967746, 12.2527526 41.7967326, 12.2528223 41.7968225, 12.2526668 41.7968725, 12.2528143 41.7969225, 12.2529538 41.7969525, 12.2530798 41.7969165, 12.2529618 41.7968505, 12.2529108 41.7968345, 12.2528867 41.7967286, 12.252994 41.7966906, 12.2531576 41.7967366, 12.2532166 41.7968165, 12.2533078 41.7967926, 12.2532166 41.7966746, 12.2530664 41.7966186, 12.2531361 41.7965666, 12.253289 41.7966246, 12.2534044 41.7966466, 12.2534151 41.7965946, 12.2534741 41.7964966)",Linea 59,
"LINESTRING (12.2522537 41.7968651, 12.2522269 41.7969185, 12.2523288 41.7969705, 12.2522993 41.7970205, 12.2523476 41.7970785, 12.2524307 41.7971045, 12.2523878 41.7971384, 12.2523583 41.7971904, 12.2522589 41.7972722, 12.252197 41.79731, 12.2521323 41.7973495, 12.2520243 41.7973846, 12.2519103 41.7973587, 12.2519826 41.797435, 12.2519235 41.7974916, 12.2518641 41.7975689, 12.2518581 41.7976753, 12.2519201 41.797746, 12.2518829 41.7978127, 12.2518139 41.7978361, 12.2517295 41.7978669, 12.2516465 41.7978924, 12.2515664 41.7979115, 12.2515188 41.7978758, 12.2514692 41.7978563)",Linea 61,
"LINESTRING (12.2522717 41.7968712, 12.2523092 41.7969352, 12.2523656 41.7969932, 12.2523039 41.7970832, 12.2523334 41.7971352, 12.2523897 41.7971951, 12.2523709 41.7972591, 12.2522207 41.7973071, 12.2521349 41.7973731, 12.2520243 41.7973846, 12.2518854 41.7973391, 12.2519042 41.7974271, 12.2518452 41.7974811, 12.2517138 41.7974631, 12.2517138 41.7973931, 12.2516709 41.7973331, 12.251636 41.7972731, 12.2516119 41.7972371, 12.2515877 41.7971951, 12.2515394 41.7971372, 12.2515153 41.7970952, 12.2514992 41.7971292, 12.2515529 41.7971931, 12.2515824 41.7972491, 12.2515099 41.7972731, 12.2514026 41.7973031, 12.2513356 41.7973291, 12.2512739 41.7973551, 12.2512176 41.7973411, 12.2511934 41.7972871)",Linea 62,
"LINESTRING (12.2522717 41.7968712, 12.2523092 41.7969352, 12.2523816 41.7970073, 12.2524513 41.7971252, 12.2523897 41.7971951, 12.252277 41.7973152, 12.2521349 41.7973731, 12.2519826 41.797435, 12.2520463 41.7975532, 12.2521107 41.7975952, 12.2522207 41.7975552, 12.2523011 41.7975972, 12.2523387 41.7976411, 12.2524191 41.7976251, 12.252505 41.7976012, 12.2525881 41.7975672, 12.2526317 41.7975514, 12.2526807 41.7975517, 12.2527356 41.7975882, 12.2527491 41.7976251)",Linea 64,
"LINESTRING (12.2522717 41.7968712, 12.2523172 41.7969493, 12.2524191 41.7969853, 12.2524567 41.7970853, 12.2524272 41.7971672, 12.2523574 41.7972432, 12.2522589 41.7972722, 12.2522153 41.7973852, 12.2521187 41.7974152, 12.2520302 41.7974392, 12.2520919 41.7975392, 12.2521295 41.7975892, 12.2523172 41.7976591, 12.2524004 41.7976951, 12.2524862 41.7978031, 12.2525264 41.7978731, 12.2525559 41.7979511, 12.252623 41.7980151, 12.2527276 41.7980591, 12.252851 41.7980191, 12.2529153 41.7979991, 12.2530092 41.7979511, 12.2530387 41.7980131, 12.2530629 41.7980551)",Linea 65,
"LINESTRING (12.2520007 41.7974992, 12.2519417 41.7975252, 12.2519658 41.7975732, 12.2520409 41.7976032, 12.2521187 41.7976172, 12.2522072 41.7975912, 12.2523011 41.7975972, 12.2523172 41.7976591, 12.2523606 41.7977091, 12.2524309 41.7978151, 12.2524694 41.7978911, 12.2525898 41.7980671, 12.2526297 41.798111, 12.2526772 41.7982159, 12.2527167 41.7982607, 12.2527742 41.7983583, 12.2528087 41.7984216, 12.2528401 41.7985002, 12.252887 41.7985734, 12.2529377 41.7986479, 12.2529749 41.7987049, 12.2530117 41.7987549, 12.2530476 41.7987989, 12.2530873 41.7988549, 12.2531293 41.7989109, 12.2531994 41.798985, 12.2533231 41.7989391, 12.253458 41.7989034, 12.2535507 41.7989039, 12.2536074 41.7989609)",Linea 66,
"LINESTRING (12.252044 41.7975813, 12.2519903 41.7976573, 12.2519581 41.7977153, 12.2519957 41.7977853, 12.2520332 41.7978713, 12.252103 41.7979533, 12.2521271 41.7980113, 12.252162 41.7980692, 12.2522103 41.7981272, 12.2522371 41.7981812, 12.2522719 41.7982352, 12.2523283 41.7983152, 12.2523792 41.7984072, 12.2522907 41.7984452, 12.2521647 41.7984712, 12.252044 41.7985091, 12.2519903 41.7984912, 12.2519528 41.7984572)",Linea 67,
"LINESTRING (12.252111 41.7976833, 12.2521727 41.7977693, 12.2521888 41.7978553, 12.2522746 41.7979033, 12.2523739 41.7979793, 12.2524275 41.7980852, 12.2523417 41.7981332, 12.2521754 41.7981132, 12.2521942 41.7979793, 12.2522237 41.7979293, 12.2524168 41.7979033, 12.2524677 41.7980193, 12.2525375 41.7981592, 12.2525187 41.7982792, 12.2524543 41.7983552, 12.2524999 41.7984352, 12.2524007 41.7984892, 12.2524812 41.7985751, 12.2525241 41.7986331, 12.2525536 41.7986831, 12.2525965 41.7987671, 12.252677 41.7988611, 12.2527118 41.7989251, 12.2527601 41.798993, 12.252736 41.799045, 12.2526314 41.799063, 12.2525107 41.799087, 12.2524382 41.799127, 12.2523739 41.799149, 12.2523256 41.799133, 12.2522746 41.799091)",Linea 68,
"LINESTRING (12.2525777 41.7984592, 12.2526796 41.7985591, 12.2528245 41.7986711, 12.2528674 41.7987591, 12.2528701 41.7989311, 12.2528996 41.799027, 12.25298 41.799111, 12.2531142 41.799093, 12.2531034 41.799035, 12.2529908 41.798973, 12.2529586 41.799015, 12.252972 41.799069, 12.2530981 41.799079, 12.2531678 41.799067, 12.2531994 41.798985, 12.2532134 41.7989191, 12.2532617 41.7989491, 12.2532858 41.799005, 12.2533019 41.799047, 12.2533368 41.799119, 12.2533717 41.799177, 12.2533824 41.799211, 12.2533395 41.799227, 12.2532885 41.799249)",Linea 69,
"LINESTRING (12.2523363 41.7980322, 12.252347 41.7981182, 12.252339 41.7982562, 12.2523953 41.7983922, 12.2523873 41.7984522, 12.2524758 41.7985421, 12.2525133 41.7986081, 12.252575 41.7987021, 12.2526233 41.7987841, 12.252677 41.7988611, 12.2527118 41.7989251, 12.2527601 41.798993, 12.2528352 41.799134, 12.2529693 41.799146, 12.2530283 41.799144, 12.2528593 41.799176, 12.2527869 41.799218, 12.2528459 41.799266, 12.2528835 41.799354, 12.2528728 41.7994059, 12.2528017 41.7994134, 12.2527306 41.7994249, 12.2527333 41.7994879, 12.2526206 41.7994819)",Linea 70,
"LINESTRING (12.2568449 41.7955045, 12.2569562 41.7954725, 12.2570072 41.7954235, 12.2570568 41.7953986, 12.2571708 41.7954155, 12.257266 41.7953616, 12.2573585 41.7953256, 12.2575061 41.7952916, 12.257612 41.7952476, 12.2576428 41.7952076, 12.2575436 41.7951726, 12.2573129 41.7952696, 12.2571708 41.7952956, 12.2571574 41.7953436, 12.257093 41.7953536, 12.2570259 41.7953746, 12.2569629 41.7953966, 12.2569307 41.7954375, 12.2568932 41.7954395)",Linea 72,
"LINESTRING (12.2568229 41.7955008, 12.2569364 41.7954693, 12.2569739 41.7954273, 12.2571 41.7953953, 12.2571295 41.7953633, 12.2572475 41.7953253, 12.2573655 41.7952733, 12.2575479 41.7952353, 12.2576428 41.7952076, 12.2577303 41.7951893, 12.2578537 41.7951833, 12.2579905 41.7951413, 12.2581031 41.7951533, 12.2581729 41.7952033, 12.2582399 41.7952673, 12.2582506 41.7953293, 12.2583365 41.7954113, 12.2583606 41.7954453, 12.2584411 41.7954093, 12.2585189 41.7953713, 12.2586101 41.7953273, 12.2586905 41.7953033)",Linea 73,
"LINESTRING (12.2576632 41.7952093, 12.2578537 41.7951833, 12.2579583 41.7952353, 12.2580468 41.7952553, 12.2580763 41.7953233, 12.2580012 41.7953833, 12.2580495 41.7954733, 12.2581058 41.7955293, 12.2580468 41.7955553, 12.2579315 41.7955913, 12.2578161 41.7956253, 12.2577196 41.7956612, 12.257674 41.7956612, 12.2576418 41.7955933)",Linea 74,
"LINESTRING (12.2576632 41.7952093, 12.2578939 41.7951673, 12.2579905 41.7951413, 12.2580978 41.7952493, 12.2581997 41.7952973, 12.2582855 41.7953793, 12.258248 41.7954693, 12.2581809 41.7955693, 12.2581487 41.7956173, 12.2581729 41.7956712, 12.258248 41.7957432, 12.2583633 41.7958372, 12.2583016 41.7958652, 12.2582855 41.7959052, 12.2582158 41.7959212, 12.2581165 41.7959672, 12.2580361 41.7959952, 12.2579476 41.7960292, 12.2578939 41.7960372, 12.2578698 41.7959612)",Linea 75,
"LINESTRING (12.2576428 41.7952076, 12.2578134 41.7951833, 12.2579261 41.7951433, 12.2581139 41.7951113, 12.258189 41.7951893, 12.2582399 41.7952673, 12.2583043 41.7953653, 12.2583392 41.7954753, 12.2583901 41.7955053, 12.2584384 41.7956013, 12.2585162 41.7957172, 12.2585779 41.7957692, 12.2586127 41.7958012, 12.2587174 41.7957452, 12.2588005 41.7957112, 12.258889 41.7956752, 12.2589453 41.7956652, 12.2589748 41.7957312)",Linea 76,
"LINESTRING (12.2583252 41.7957046, 12.2582475 41.7956766, 12.2583252 41.7956366, 12.2584111 41.7956766, 12.2584325 41.7957606, 12.2584352 41.7958446, 12.2584996 41.7959146, 12.2585023 41.7959926, 12.2585505 41.7960546, 12.258572 41.7961086, 12.2585613 41.7961865, 12.2585103 41.7962445, 12.2584218 41.7962865, 12.2583413 41.7963245, 12.2582314 41.7963685, 12.2581536 41.7964085, 12.2581321 41.7963645, 12.2580972 41.7963245)",Linea 77,
"LINESTRING (12.2582931 41.7956266, 12.2584298 41.7956966, 12.258572 41.7957566, 12.2585613 41.7958966, 12.2586122 41.7959746, 12.2586954 41.7960246, 12.2587034 41.7961086, 12.2587517 41.7961505, 12.2588751 41.7961225, 12.2589958 41.7960666, 12.2590682 41.7960626, 12.2591715 41.7960046, 12.2592104 41.7961026)",Linea 78,
"LINESTRING (12.258108 41.7954247, 12.2581777 41.7955966, 12.2583199 41.7956226, 12.2583521 41.7957346, 12.2583467 41.7958226, 12.2584164 41.7959626, 12.2584003 41.7960106, 12.2584701 41.7961106, 12.2585961 41.7961885, 12.2586793 41.7962665, 12.2587329 41.7962985, 12.2588107 41.7963765, 12.2588322 41.7964345, 12.2587893 41.7964505, 12.2587329 41.7963985, 12.2586954 41.7963185, 12.2586176 41.7962665, 12.2585908 41.7963605, 12.2586471 41.7964405, 12.2587142 41.7965705, 12.2586927 41.7966145, 12.258572 41.7966545, 12.2585023 41.7967084, 12.2584084 41.7967564, 12.2583494 41.7967364, 12.258344 41.7966884)",Linea 79,
"LINESTRING (12.2581294 41.7954427, 12.2583091 41.7955347, 12.2583869 41.7956146, 12.258462 41.7957026, 12.258462 41.7958206, 12.2585613 41.7958966, 12.258623 41.7960086, 12.2586712 41.7960966, 12.2587383 41.7962125, 12.2587946 41.7962525, 12.2588563 41.7964065, 12.2589556 41.7964805, 12.2590494 41.7964945, 12.2591299 41.7964805, 12.2592667 41.7964385, 12.2593391 41.7964165, 12.2594062 41.7963925, 12.2594357 41.7964685)",Linea 80,
"LINESTRING (12.2587463 41.7963465, 12.2588456 41.7963865, 12.258918 41.7964685, 12.2588161 41.7965325, 12.2588027 41.7966305, 12.2589609 41.7966764, 12.2590307 41.7967164, 12.2590494 41.7967844)",Linea 81,
"LINESTRING (12.2589904 41.7967864, 12.2590709 41.7968624, 12.2590494 41.7969264, 12.2589287 41.7969564, 12.2588107 41.7970424, 12.2587222 41.7970924, 12.2586471 41.7971444, 12.2585935 41.7971464)",Linea 82,
"LINESTRING (12.2585291 41.7959916, 12.2586471 41.7960456, 12.2586981 41.7962035, 12.2588536 41.7962875, 12.2588885 41.7963975, 12.2589261 41.7965215, 12.2589609 41.7966055, 12.2590441 41.7966595, 12.2590897 41.7967394, 12.2591245 41.7968134, 12.2592479 41.7968614, 12.2592828 41.7969474, 12.2593472 41.7970314, 12.2594571 41.7971154, 12.2595054 41.7971993, 12.2595725 41.7972513, 12.259492 41.7972813)",Linea 83,
"LINESTRING (12.2589556 41.7967034, 12.2590763 41.7967914, 12.2591084 41.7969514, 12.2590521 41.7970634, 12.2590494 41.7971933, 12.2589931 41.7972773, 12.2588469 41.7975083, 12.2587973 41.7974353)",Linea 84,
"LINESTRING (12.2590662 41.7967523, 12.2591681 41.7968263, 12.2593129 41.7968503, 12.259431 41.7967963, 12.259608 41.7967723, 12.2596616 41.7967403)",Linea 85,
"LINESTRING (12.2497232 41.794411, 12.2496454 41.794441, 12.2495274 41.794437, 12.2495113 41.794517, 12.2494121 41.794591, 12.2495516 41.794619, 12.2498466 41.794619, 12.2499861 41.794631, 12.2499727 41.7947169, 12.2498278 41.7947109, 12.2497903 41.7947949, 12.2497661 41.7948829, 12.2497393 41.7949269, 12.2495945 41.7949409, 12.2497501 41.7950189, 12.2498734 41.7950529, 12.2499432 41.7950029, 12.2498734 41.7949729, 12.2499244 41.7949429, 12.2499566 41.7949089, 12.2499807 41.7948669, 12.2500102 41.7948329)",Linea 86,
"LINESTRING (12.2496991 41.794521, 12.2497045 41.794411, 12.2497581 41.794483, 12.2498386 41.794531, 12.2499217 41.794557, 12.2499807 41.794615, 12.2500585 41.794629, 12.2501202 41.7947089, 12.2501604 41.7947909, 12.2502221 41.7948569, 12.2502221 41.7949269, 12.2501336 41.7950309, 12.2500961 41.7950889, 12.2501631 41.7950809, 12.2502007 41.7950049, 12.2502409 41.7949529)",Linea 87,
"LINESTRING (12.25008 41.794599, 12.2500344 41.794657, 12.2500263 41.7947729, 12.250139 41.7948149, 12.2502704 41.7948929, 12.2503536 41.7949289, 12.2502865 41.7950009, 12.250198 41.7950929, 12.2501229 41.7951009, 12.2500826 41.7950549, 12.2501524 41.7950069, 12.2501738 41.7949489)",Linea 88,
"LINESTRING (12.2504367 41.7947949, 12.2504126 41.7948649, 12.2505386 41.7949349, 12.2505386 41.7950089, 12.2505225 41.7950629, 12.2504689 41.7951409, 12.2504045 41.7951909, 12.2503509 41.7952189, 12.2503536 41.7951489, 12.250426 41.7951129, 12.2504877 41.7950749, 12.2504716 41.7951409, 12.250493 41.7950669)",Linea 89,
"LINESTRING (12.2496924 41.7947999, 12.2497474 41.7948379, 12.2497299 41.7949179, 12.2496669 41.7949279, 12.2496495 41.7949559, 12.2496575 41.7949819, 12.2496222 41.79502, 12.249595 41.7950401, 12.2495807 41.7950644, 12.2495603 41.7950889, 12.2495274 41.7951179)",Linea 90,
"LINESTRING (12.2496682 41.7949459, 12.2496957 41.7949799, 12.2496991 41.7949999, 12.249679 41.7950259, 12.2496629 41.7950489, 12.2496414 41.7950679, 12.2495744 41.7951379)",Linea 91,
"LINESTRING (12.2502074 41.7949529, 12.2501135 41.7949309, 12.2500156 41.7950069, 12.2499646 41.7950619, 12.2499043 41.7950989, 12.2497796 41.7950989, 12.2497273 41.7950209, 12.2496776 41.7949999, 12.249679 41.7950259)",Linea 92,
"LINESTRING (12.2499499 41.7948079, 12.2499847 41.7948369, 12.2499566 41.7948719, 12.2498775 41.7948889, 12.2498238 41.7949359, 12.2498238 41.7949739, 12.2497729 41.7949889, 12.2496957 41.7949799, 12.2496428 41.7949939)",Linea 93,
"LINESTRING (12.2496843 41.7949729, 12.2496589 41.7949949, 12.2496213 41.7949989, 12.2496723 41.7950129, 12.2496978 41.7950299, 12.2496723 41.7950399, 12.2496508 41.7950599, 12.2495958 41.7951169, 12.2495569 41.7951259)",Linea 94,
"LINESTRING (12.2496589 41.7949949, 12.2496347 41.7950109, 12.2496146 41.7950339, 12.2495807 41.7950644, 12.2495516 41.7950789, 12.2495516 41.7951009, 12.2495274 41.7951179)",Linea 95,
"LINESTRING (12.2508203 41.7949889, 12.250776 41.7950109, 12.2507787 41.7950559, 12.2508846 41.7951119, 12.2509369 41.7951709, 12.2510228 41.7951809, 12.2510697 41.7952409, 12.2511247 41.7953179, 12.2512306 41.7953818, 12.251291 41.7954338, 12.2514023 41.7954808, 12.2514412 41.7955538, 12.2511743 41.7955538, 12.2510979 41.7955548, 12.2510643 41.7956098)",Linea 96,
"LINESTRING (12.2511555 41.7951919, 12.2511475 41.7952629, 12.2513352 41.7953348, 12.2512937 41.7954068, 12.2513406 41.7954638, 12.2513138 41.7955048, 12.2512186 41.7955318, 12.2511207 41.7955598, 12.2510952 41.7956008, 12.2510549 41.7956528, 12.2510187 41.7956908)",Linea 97,
"LINESTRING (12.2508189 41.7950619, 12.2507988 41.7949959, 12.2507706 41.7950349, 12.2509222 41.7950889, 12.250953 41.7951399, 12.251071 41.7951729, 12.2511113 41.7952199, 12.2511783 41.7952499, 12.2511984 41.7952849, 12.2512561 41.7953019, 12.2513661 41.7954208, 12.2514586 41.7954428, 12.2515109 41.7955508, 12.2515887 41.7955778, 12.2515324 41.7956308, 12.2514103 41.7956378, 12.251358 41.7956878, 12.2513285 41.7957158, 12.2513151 41.7957528, 12.2513527 41.7957428, 12.251401 41.7956978, 12.2514251 41.7956738)",Linea 98,
"LINESTRING (12.2511555 41.7951919, 12.2510952 41.7952339, 12.2510603 41.7952679, 12.2510174 41.7952779, 12.2508779 41.7952449, 12.2507934 41.7952179, 12.2506821 41.7952169, 12.250607 41.7952129, 12.2505574 41.7952699, 12.2505547 41.7953129, 12.2506245 41.7953268, 12.2507961 41.7953288, 12.2508819 41.7953558, 12.2509624 41.7953838, 12.2509906 41.7954228, 12.2510751 41.7954808, 12.2510563 41.7955088, 12.2509959 41.7955168, 12.2509222 41.7954978, 12.2508806 41.7954528, 12.2508082 41.7954458, 12.2507143 41.7954328, 12.250662 41.7954198, 12.2505789 41.7953938, 12.2505225 41.7954328, 12.2506285 41.7954968, 12.2506902 41.7955388, 12.250721 41.7955938, 12.2508082 41.7956148, 12.250898 41.7955718, 12.2509812 41.7955678, 12.2510174 41.7955588, 12.2511059 41.7955058, 12.2511207 41.7954638, 12.2511301 41.7954298, 12.2511877 41.7954488, 12.2511756 41.7954888, 12.2511515 41.7955288)",Linea 99,
"LINESTRING (12.2517164 41.7955138, 12.2517017 41.7955348, 12.2515769 41.7955968, 12.2516762 41.7956418, 12.2517298 41.7956488, 12.2517754 41.7957008, 12.2516976 41.7957197, 12.2516882 41.7957667, 12.2516742 41.7958272, 12.2516279 41.7958597, 12.2516038 41.7958957, 12.2515555 41.7959227, 12.251526 41.7958857, 12.2516279 41.7958067, 12.2516735 41.7957657, 12.2515689 41.7957167, 12.2515179 41.7956958, 12.251471 41.7956818, 12.2514629 41.7956608, 12.2514375 41.7956528, 12.2513825 41.7956718, 12.2513811 41.7957028, 12.2513527 41.7957428, 12.2513154 41.7957607)",Linea 100,
"LINESTRING (12.2513328 41.7957607, 12.2513704 41.7958077, 12.251361 41.7958717, 12.2513436 41.7959277, 12.2512765 41.7959507, 12.251306 41.7959717, 12.2513449 41.7959807, 12.2513489 41.7959627, 12.2513235 41.7959477, 12.2514234 41.7959452)",Linea 101,
"LINESTRING (12.2510365 41.7956753, 12.2511236 41.7957093, 12.2511531 41.7957552, 12.2511478 41.7957972, 12.2511598 41.7958462, 12.2511987 41.7958622, 12.2512805 41.7958762, 12.2512805 41.7958412, 12.2512899 41.7958162, 12.2513194 41.7958052, 12.2513248 41.7958212)",Linea 102,
"LINESTRING (12.2511414 41.7955559, 12.2512057 41.7955309, 12.2513104 41.7955299, 12.2514176 41.7955589, 12.2515249 41.7955899, 12.2516027 41.7956399, 12.2516443 41.7956479, 12.2517529 41.7956709, 12.2518535 41.7957239, 12.2519045 41.7958068, 12.2518736 41.7958688, 12.2518267 41.7959128, 12.2518401 41.7959698, 12.2517677 41.7959668)",Linea 103,
"LINESTRING (12.2513801 41.7956319, 12.2514418 41.7956099, 12.2515263 41.7956519, 12.2515571 41.7956909, 12.2517221 41.7956929, 12.2517864 41.7956779, 12.2518535 41.7957239, 12.2518106 41.7957988, 12.2518079 41.7958388, 12.251832 41.7958948, 12.2517851 41.7959298, 12.2517824 41.7959668)",Linea 104,
"LINESTRING (12.2516845 41.7957419, 12.2517797 41.7957459, 12.2518924 41.7957729, 12.2519286 41.7958498, 12.2519259 41.7959198, 12.2518629 41.7959348, 12.2518012 41.7958948, 12.2517516 41.7958978, 12.251769 41.7959328, 12.2517824 41.7959668)",Linea 105,
"LINESTRING (12.2519438 41.7956657, 12.2519036 41.7956557, 12.2518687 41.7956547, 12.2519774 41.7957157, 12.2519814 41.7957587, 12.2519599 41.7958057, 12.2519157 41.7958667, 12.2518969 41.7959077, 12.2518795 41.7959477, 12.2517427 41.7959467, 12.2517677 41.7959668)",Linea 106,
"LINESTRING (12.2517677 41.7959668, 12.2517581 41.7959822, 12.251744 41.7959977, 12.2517286 41.7960147, 12.2517152 41.7960317, 12.2516931 41.7960492, 12.2516696 41.7960632, 12.2516334 41.7960742, 12.2515992 41.7960862, 12.2515797 41.7960952, 12.2515663 41.7961102, 12.251563 41.7961247, 12.2515455 41.7961457, 12.2515355 41.7961737, 12.2515221 41.7962011, 12.2515107 41.7962141, 12.2514986 41.7962341, 12.2514664 41.7962816)",Linea 108,
"LINESTRING (12.251776 41.7959723, 12.2517914 41.7959798, 12.2517988 41.7960043, 12.2517853 41.7960218, 12.2517773 41.7960453, 12.2517424 41.7960608, 12.2517605 41.7960848, 12.2517847 41.7960753, 12.2517874 41.7960533, 12.2517485 41.7960388, 12.2517324 41.7960508, 12.2517123 41.7960808, 12.2516921 41.7960938, 12.2516586 41.7961053, 12.2516298 41.7961153, 12.2516237 41.7961258, 12.2516137 41.7961453, 12.2516009 41.7961678, 12.2515855 41.7961868, 12.2515748 41.7962053, 12.25156 41.7962338, 12.2515486 41.7962508, 12.2515419 41.7962683, 12.2515279 41.7962923, 12.2515185 41.7963043)",Linea 109,
"LINESTRING (12.2517801 41.7959715, 12.2518097 41.795997, 12.2518177 41.7960265, 12.251815 41.7960704, 12.2517828 41.7961004, 12.251756 41.7961129, 12.2517185 41.7961139, 12.2516963 41.7961349, 12.2516869 41.7961564, 12.2516755 41.7961814, 12.2516588 41.7961944, 12.2516521 41.7962169, 12.25164 41.7962334, 12.2516279 41.7962599, 12.2516139 41.7962834, 12.2516112 41.7963024, 12.2515984 41.7963239)",Linea 110,
